email,nome,cognome,nome_azienda
info@hotelplinius.com,,,Plinius
info@hotelbarchetta.it,,,hotel barchetta
info@hotelvittoria.com,,,Vittoria
info@regalhotel.it,,,
info@ambasciatori.net,,,Ambasciatori
info@hotelcanoa.it,,,Park Hotel Ca' Nöa
info@anticafonte.com,,,
info@hotelpiemontese.com,,,Piemontese
info@gombithotel.it,,,
cristallo.bg@starhotels.it,,,Starhotel Cristallo Palace
info@airportstationbergamo.com,,,
info@vipbergamo.com,,,
info@petronillahotel.com,,,
info@bottondoro.com,,,
entrolemura@tiscali.it,,,
info@berg-hotel.it,,,
info@lavallettabergamo.it,,,La Valletta
info@hotelalberi.it,,,
info@cityhotelvarese.com,,,
info@vecchiariva.com,,,Vecchia Riva
info@hotelbroletto.it,,,
info@hotellafavorita.it,,,
info@hotelabcmantova.it,,,ABC Hotel
info@residenceincentro.it,,,
info@hoteldeigonzaga.it,,,Hotel dei Gonzaga
info@ottoetti.it,,,
info@rosengarten.pv.it,,,
hotel@hotelcontinentalgarda.it,,,
info@hotelolivi.com,,,
info@ghf.it,,,
info@hotelprincipedilazise.com,,,
info@hotellapaul.it,,,La Paül
info@tonellihotels.com,,,Savoy Palace
info@europahotelsirmione.it,,,Europa
benessere@hotelacquaviva.it,,,
info@hotelmonrepos.com,,,Mon Repos
info@arabafenicehotel.it,,,Araba Fenice
info@marziahotel.it,,,
info@casamariannalivigno.com,,,
info@miramontibormio.it,,,
info@cimabianca.it,,,Cima Bianca
baitadeipini@baitadeipini.com,,,Baita dei Pini
info@belvederebellagio.com,,,
info@hotelbellagio.it,,,
dulac@tin.it,,,Du Lac
inforequest@villaserbelloni.com,,,Grand Hotel Villa Serbelloni
info@paradisosullago.it,,,
info@hotelasnigo.it,,,
info@hotelmiralago.it,,,Miralago
villavinicia@gmail.com,,,
info@residencegeranio.com,,,
info@villa-annamaria.it,,,
residence.domaso@gmail.com,,,
info@caltahotel.it,,,Grand Hotel Barone di Sassj
info@abacushotel.it,,,Abacus
info@hotelre.net,,,
info@cosmohotelpalace.it,,,
info@palacehotellegnano.it,,,
fieramilano@openhotels.it,,,
hotelriviera@hotelrivierasegrate.it,,,
info@hotelmaxim.net,,,
direzione@airhotel.it,,,
info@greenhousehotel.it,,,
info@hotelkristallcorsico.it,,,
astoriagallarate@gmail.com,,,
pioppeto@hotelpioppeto.it,,,
info@zambala.it,,,
info@alte-muehle.it,,,Alte Mühle
goldener.loewe@dnet.it,,,Goldener Löwe
info@parkhotel-linde.com,,,
info@bellarivagardone.it,,,
info@grandhotelgardone.it,,,
info@lidohotel.com,,,Lido
info@gardenlimone.com,,,Garden
info@hotelpanoramica.com,,,
info@villabissiniga.it,,,
info@saloduparc.it,,,Salò du Parc
laurinbs@tin.it,,,Laurin
info@hotelmilanomaderno.com,,,
vignetidelgarda@sognogarda.it,,,
townhouse70@townhouse.it,,,Town House 70 Suite Hotel
info@goldenpalace.it,,,Golden Palace
info@hotelduemondi.it,,,
hotel@lancaster.it,,,Lancaster
info@grandhotelsitea.it,,,Grand Hotel Sitea
info@romarocca.it,,,Roma e Rocca Cavour
majestic.to@starhotels.it,,,Stars Hotels Majestic
info@hoteltorinocentro.it,,,
hotelfortino@pacifichotels.it,,,Pacific Hotel Fortino
info@hoteldockmilano.it,,,
info@hotel-diplomatic.it,,,Hotel Diplomatic
info@sanpaolo-to.com,,,
info@principeditorino.it,,,
info@hotelurbani.it,,,Hotel Urbani
info@hotelchelsea.it,,,Chelsea
info@hotelbostontorino.it,,,Art Hotel Boston
nhlingotto@nh-hotels.com,,,
info@airpalacehotel.com,,,Air Palace Hotel
info@hotelguala.it,,,
hotel@hoteldeipittori.it,,,
info@hoteldoganavecchia.com,,,Dogana Vecchia
info@residencecamposmith.com,,,
reception@regina-palace.it,,,
request@hotelroyalstresa.com,,,
residencevillamaurice@stresa.it,,,
info@milansperanza.it,,,Milan Speranza au Lac
info@duparc.it,,,Du Parc
info@grandhotelbristol.it,,,
info@hlapalma.it,,,La Palma
info@hotelancora.it,,,Ancora
info@villabelvederehotel.it,,,Villa Belvedere
info@grandhoteldino.com,,,Grand Hotel Dino
info@grandhotelbristol.com,,,Grand Hotel Bristol
info@hotelsimplon.com,,,Simplon
info@hotelsplendid.com,,,Splendid
info@hotelbeaurivage.com,,,Beaurivage
info@hotelcarillon.it,,,Carillon
info@consolinihotels.com,,,
info@villadelsogno.it,,,Villa del Sogno
info@hotel-montblanc.it,,,
info@ladarsena.net,,,La Darsena
info@borgoritella.it,,,
info@dellevante.com,,,Del Levante
info@hotelvictorbari.it,,,
info@parcodeiprincipibari.it,,,
info@baiasangiorgio.it,,,
commerciale@hotelmajesty.it,,,
info@mareresort.it,,,
info@hoteltrani.it,,,
info@masseriadonnaloia.com,,,Masseria Donnaloia
info@hotelpinetaruvo.it,,,
info@lealcove.it,,,
booking@hotelcolledelsole.it,,,
info@hotelrivieratrani.it,,,
info@bebdeiserafini.com,,,
info@parkhotelsantelia.it,,,
info@hotelorientale.it,,,
info@abatemasseria.it,,,
info@bbisolafelice.it,,,
commerciale@palacehotelvieste.it,,,
bellavistamonopoli@tiscali.it,,,
info@masseriabaroninuovi.it,,,
info@tenutamonacelle.it,,,Tenuta Monacelle
info@hotelsuiteledune.it,,,
sales@ilportohotel.it,,,
bookinglecce@8piuhotel.com,,,
info@masseriacaselli.it,,,
info@masseriaasciano.it,,,
info@hotelgranparadiso.it,,,Gran Paradiso
melograno@melograno.com,,,Il Melograno
reservations@vestashotels.it,,,vestas hotels & resorts
info@risorgimentoresort.it,,,
info@hotelpresidentlecce.it,,,President
info@eoshotel.it,,,
info@victorcountry.com,,,victor country hotel
hotel@parcodellerose.com,,,Parco delle Rose
reservations@cannebianche.com,,,
info@tenutasanfrancesco.it,,,
direzione@vittoriaresort.it,,,
info@hotelfini.it,,,
info@relaishisto.it,,,relais histo
info@palazzopersone.it,,,
info@nonnaiole.it,,,
info@villacenci.it,,,Villa Cenci
info@grandhoteltiziano.it,,,Grand Hotel Tiziano e dei Congressi
direzione@hoteldellepalmelecce.it,,,
info@sanlu.it,,,
info@palazzodegiorgi.it,,,
info@hotelbelvederesalento.com,,,
info@hotelcolonne.it,,,Colonne
info@hotelvictoriagallipoli.it,,,
info@hotelimmagine.com,,,
info@villaamericana.it,,,Villa Americana
info@hotelpietrenere.it,,,
info@hotelalbano.it,,,
info@albergonettuno.it,,,Nettuno
info@hoteladria.it,,,
info@hoteltramonto.it,,,Tramonto
info@hotelborgomarina.it,,,
info@hotelgarden.biz,,,Garden
info@hotelrivablu.it,,,Rivablu
lachiusadellemore@libero.it,,,
info@hotelbally.it,,,
info@albergovillamare.it,,,
info@hotel-delaville.net,,,De la Ville
info@hotelsolaria.it,,,
info@hotelpietraverde.net,,,
info@hoteldellemorevieste.com,,,
info@fortehotelvieste.com,,,Forte
info@cortediferro.it,,,
info@furnirussi.com,,,
info@otrantohotel.com,,,Valle dell'Idro
info@nuovohotelgallipoli.it,,,
info@hotelbaiadellezagare.it,,,Baia delle Zagare
info@hotelmontecallini.com,,,
info@bikinihotelvieste.it,,,
info@lidooasi.it,,,
info@hotelpalazzodelcorso.it,,,Palazzo del Corso
info@relaiscortepalmieri.it,,,
info@palazzomoscoinn.it,,,
info@miramare.ws,,,
info@costabradaresort.it,,,
info@cortedinettuno.it,,,
info@castellosangiuseppe.it,,,Castello San Giuseppe
info@ledune-iltabu.it,,,Tabù
prenotazioni@oasiclubhotel.it,,,
info@tenutalabaronessa.it,,,Tenuta La Baronessa
info@termemargherita.it,,,
info@hotelalbania.com,,,
info@miramareotranto.com,,,Miramare
info@whitehotelvieste.com,,,
info@hoteledentremiti.it,,,
info@hotelaranci.com,,,Degli Aranci
federicoruberto@gmail.com,,,
info@imelograni.it,,,
info@hotelpuntasanfrancesco.it,,,
info@hotelmontesarago.it,,,hotel mongte sarago
info@laterrahotel.it,,,
info@miralonga.it,,,Miralonga
info@domushotelcatania.com,,,
info@hotelroyalcatania.it,,,
info@sanmaxhotel.com,,,
info@agahotel.com,,,
info@ilprincipehotel.com,,,Il Principe
booking@katanepalace.it,,,
info@reginamargheritahotel.it,,,
info@hotelbiscari.com,,,Hotel Biscari
info@hotel-nettuno.it,,,Nettuno
info@hotelrigelcatania.it,,,
info@gemdeluxe.it,,,
info@sandomenicoresidence.it,,,
info@cortileantico.com,,,
info@hoteltizianotrapani.it,,,
info@garibaldi31.it,,,
info@casevacanzetrabinis.com,,,
info@palazzodeicorsari.it,,,
info@lagancia.com,,,
info@officinagastronomica.com,,,
info@baiadeimulini.it,,,
info@mediterraneopalace.it,,,
info@villadellauro.it,,,
info@anticabadia.com,,,
info@ilbarocco.it,,,Il Barocco
info@locandadonserafino.it,,,Locanda da Serafino
info@hotelvillaathena.it,,,
info@hotelexclusive.it,,,
info@portatenea.com,,,
mail@colleverdehotel.it,,,Colleverde Park
info@hotelpalazzositano.it,,,
booking@palazzobrunaccini.it,,,
info@residenzadaragona.it,,,
reservations@centralepalacehotel.com,,,
info@hoteldelcentro.it,,,
booking@massimoplazahotel.com,,,Massimo Plaza Hotel
info@palazzogallo.com,,,
info@hotelportafelice.it,,,Hotel Porta Felice
bebportadicastro@gmail.com,,,
info@hoteljoli.com,,,Joli
info@quintocantohotel.com,,,
htcortese@iol.it,,,
info@bb10serpotta.com,,,
garibaldi@ghshotels.it,,,
direttore@resigest.com,,,
vecchioborgo@ghshotels.it,,,
info@hotelcolumbiapalermo.com,,,
villaarchirafi@libero.it,,,Villa Archirafi
info@casenadeicolli.it,,,
info@laviadellagiudecca.it,,,
info@alfeo.it,,,
info@villapoliti.com,,,Grand Hotel Villa Politi
info@hotelrelax.it,,,Relax
info@guthotel.it,,,Gutkowski
info@grandhotelortigia.it,,,
info@hoteldeicoloniali.com,,,
info@hr1880.it,,,
info@hotelteocrito.it,,,
booking@livingstonhotel.it,,,
info@taorminagardenhotel.com,,,
info@ilpiccologiardino.it,,,Il Piccolo Giardino GH Superior
info@siriushotel.it,,,Sirius
info@panoramictaormina.it,,,Panoramic Hotel
info@continentaltaormina.com,,,
continental@tao.it,,,Continental
info@hotelsoleado.com,,,Hotel Soleado
reservation@hoteltimeo.net,,,
info@mendoliahotel.com,,,
info@hotelmetropoletaormina.it,,,
info@hoteleljebel.com,,,Hotel El Jebel
miramare@memorahotels.it,,,
info@villabelvedere.it,,,Villa Belvedere
info@hotelcorsaro.it,,,Corsaro
info@etnahotel.it,,,Etna
info@lacheahotel.it,,,
info@hotelvillaneri.it,,,
booking@terralcantara.it,,,
info@hotel-maugeri.it,,,Grande Albergo Maugeri
welcome@villaginevra.com,,,
info@hotel-airone.it,,,
info@hotelossidiana.it,,,Hotel Ossidiana Stromboli
info@calalaluna.it,,,
info@miramareresidence.it,,,
info@egadi.com,,,
booking@cavebianchehotel.it,,,
info@residencelagiara.it,,,
info@hotelmealipari.com,,,Hotel Mea
info@borgoeolie.it,,,
info@gattopardoparkhotel.it,,,
info@hotelaktea.it,,,
info@excelsiormaddalena.com,,,
info@hotelvanna.it,,,Excelsior Vanna
hotelnidodaquila@tiscali.it,,,
info@portomannu.com,,,
info@palauhotel.it,,,Palau
info@clubhotellaconchiglia.com,,,
info@hotelnuraghearvu.com,,,
info@hotelsmeraldocalagonone.com,,,
direzione@villagustuimaris.it,,,
info@villagustuimaris.it,,,",☆☆☆☆,Via Marco Polo"
info@ilquerceto.com,,,
info@hotelcedrino.it,,,
booking@hotelmariarosaria.it,,,
info@santamariaresort.it,,,
info@elfarohotel.it,,,El Faro
info@hoteldeipini.it,,,
info@residenceilbaglio.it,,,
info@alparadise.it,,,
lapineta@camping.it,,,
info@hotelegitarso.it,,,
info@krimar.it,,,
info@hoteltrinacria.it,,,Trinacria
info@grotticelle.com,,,Grotticelle
info@leresidenzearchimede.it,,,
info@grandhotelminareto.it,,,
info@hotelmoderno.org,,,
info@hotelstella2000.it,,,
info@hotelpanoramaolbia.it,,,
booking@jazzhotel.it,,,
info@hotelforyou.it,,,
info@lunalughente.it,,,
direzione@hotelcatalunya.it,,,
info@karolcasavacanze.it,,,
info@bluhotels.it,,,Gioca in Birdi Village
info@algherocityhotel.it,,,
info@angedras.it,,,Angedras
info@villamosca.it,,,
info@hotelfloridaalghero.com,,,
info@hotelfloridaalghero.it,,,Florida
info@vessus.it,,,
info@bbalgherocamilla.it,,,
book@bbalgherocamilla.it,,,
info@hotelriviera-alghero.com,,,Riviera
info@residencealghero.com,,,
info@albergopanorama.it,,,Panorama
hotels.marco@tiscali.it,,,
casa.alghero@tiscali.it,,,
info@alghero-appartamentisole.com,,,
info@hotelsacheyaresort.it,,,
info@laposadasulgolfoalghero.com,,,
info@algheroparkvillage.com,,,
info@hotel-mistral.it,,,
info@hotelitaliacagliari.com,,,
info@thotel.it,,,
cagliarirooms@gmail.com,,,
booking@hotelreginamargherita.com,,,Regina Margherita
info@theplacecagliari.com,,,
info@castellettocagliari.com,,,
hotelduecolonne@libero.it,,,Due Colonne
info@soggiornoarcobaleno.com,,,
info@letorricagliari.com,,,
info@lesuitesulcorso.it,,,
info@hotelpanorama.it,,,Panorama
info@neverfull.it,,,
info@hotelmiramarecagliari.it,,,
info@arco-cagliari.it,,,
info@laterrazzahotel.com,,,",☆☆,Via Santa Margherita 21"
info@maisonsavoia.it,,,
rodolfo.calorio@gmail.com,,,
info@lavilladelmare.com,,,
info@hotelgraziadeledda.it,,,Grazia Deledda
info@hotelcarlofelice.it,,,
hotelsandalia@tin.it,,,Sandalia
info@arbataxpark.com,,,
info@hotellavecchiamarina.com,,,
info@hotelorizzonte.it,,,Orizzonte Acireale
info@newhotelpalace.com,,,New Hotel Palace
info@villacarlo.it,,,
direzione@palazzofailla.it,,,
info@aliai.com,,,
luca@room-matehotels.com,,,
info@relaispiazzasignoria.com,,,
nhportarossa@nh-hotels.com,,,
info@hoteldfirenzeroma.com,,,
reservations.savoy@roccofortehotels.com,,,Hotel Savoy
info@palazzogambaflorence.com,,,
info@hotelaurora.info,,,
info@laresidenzafiorentina.com,,,
info@florence-apartments.net,,,
riccardo.zatta@fastwebnet.it,,,
info@florenceviewapartments.it,,,
reservations@florencehotelpittipalacealpontevecchio.com,,,
reservations@florencehotellaurusalduomo.com,,,
info@italhotelsgroup.net,,,
info@relaismartinezflorence.com,,,
info@danteebeatrice.it,,,
info@hotelcantoriafirenze.it,,,
info@touristhousericci.com,,,
info@porcellinogallery.com,,,
palazzouguccioni@gmail.com,,,
isabella@room-matehotels.com,,,
info@wtbhotels.com,,,
info@florence-view.eu,,,
info@afittacamerealba.com,,,
info@locandadeiguelfi.com,,,
info@allorobb.it,,,
info@hotelmarinefirenze.com,,,
hotel@villabetania.it,,,
info@hotelannas.com,,,
massimogiachini@hotmail.it,,,
info@resortvillarosa.it,,,
info@agriturismobiagi.it,,,
info@gallinaio.it,,,BORGO GALLINAIO
info@leromite.com,,,
info@santopietro.it,,,
info@hotelprocchio.net,,,
info@parkhotelnapoleone.it,,,
belvedere.elba@elbalink.it,,,
info@tamerici.it,,,HOTEL TAMERICI
info@albergovillagaia.it,,,Villa Gaia
info@villadelparco.com,,,
novellahouse@gmail.com,,,
info@laresidenzadellorafo.it,,,
info@soggiornopanerai.it,,,
info@stanzedeldavid.it,,,
info@lafarinaapartments.it,,,
info@bbflorencechic.com,,,
cortedeineri@gmail.com,,,
info@emozionifiorentine.it,,,
info@villalucrezia.eu,,,
info@lamedicea.com,,,
info@salviatino.com,,,
hotelarcadia2012@gmail.com,,,
info@villalasosta.com,,,
info@residencecavour.com,,,
info@hoteldeimacchiaioli.com,,,
residenzadeipucci@residenzadeipucci.com,,,
luciafusi@chianticortine.it,,,
info@fh-hotels.com,,,
info@colombohotel.it,,,
info@hotelderna.it,,,
info@villadipiazzano.com,,,
info@hotelterredicasole.it,,,
info@etruriaresort.it,,,ETRURIA RESORT & NAT. SPA
hotelaretino@gmail.com,,,
letizia@poderelastrega.com,,,
hotelarezzo@gmail.com,,,
info@sanroccoagriturismo.it,,,
info@hotelroma.pisa.it,,,HOTEL ROMA
info@verdihotel.it,,,HOTEL VILLA VERDI
info@centrostoricopisa.it,,,
san.tommaso@alice.it,,,
info@hostelpisatower.it,,,
info@michelangelocarrara.it,,,
sanmarco@luccainvilla.it,,,
info@piccoloritz.it,,,
info@bbvillaagneselucca.it,,,
reservation@hotelilaria.com,,,
info@anticacortedeiprincipi.it,,,
info@luccaportasantanna.com,,,
info@larondinecasavacanze.com,,,
info@hoteltirrenomarinadimassa.it,,,
hotel@tizianahotel.com,,,
norcenni.girasole@camping.it,,,
girasole@ecvacanze.it,,,NORCENNI GIRASOLE CLUB
info@agriturismogiorgio.it,,,Agriturismo Giorgio
info@ilfascinaro.com,,,Agriturismo il Fascinaro
info@poggiodimontedoro.it,,,Agriturismo Poggio di Montedoro
info@san-giorgio.net,,,Agriturismo San Giorgio
info@borgodicastelvetere.it,,,Albergo diffuso Borgo di Castelvetere
info@albergomaiella.it,,,Albergo Maiella e delle Terme
res.sandomenico@amthotels.it,,,Amt hotels
info.desetrangers@amthotels.it,,,Amt hotels
des-palmes@amthotels.it,,,Amt hotels
res.excelsiorpalermo@hilton.com,,,Amt hotels
villa-igiea@amthotels.it,,,Amt hotels
info@assohotels.it,,,Assohotels Cesenatico
info@asturapalace-hotel.it,,,Astura Palace Hotel
info@bajahotels.it,,,Baja Hotels spa
info@basilianiresort.com,,,Basiliani Resort & spa
sangermano.na@bestwestern.it,,,Best Western Hotel San Germano
arthotelnoba.rm@bestwestern.it,,,Best Western Hotel Plus Art Noba
info@bassohotels.it,,,Best Western Premiere Bhr Treviso Hotel
bolognese.tv@bestwestern.it,,,Best Western Villa Palce Park Hotel Bolognese
info@bianconi.com,,,Bianconi ospitalità
belvederehotel@bonotto.it,,,Bonotto Hotels
info@hotelbonvecchiati.it,,,Bonvecchiati Hotels
info@borgoegnazia.com,,,Borgo Egnazia
amministrazione@borgosanluigi.it,,,Borgo San Luigi - Hotel Kraft - Villa Sabolini
info@cineholiday.it,,,Cine Holiday Hotel
info@cittadelmare.it,,,Città del Mare hotel village
info@claphotels.com,,,Clap Hotels Verona
info@countryhotelquerce.it,,,Country hotel ristorante querce
info@dimoredepoca.it,,,Dimore D'epoca
info@torrerossapark.com,,,Domus Pacis Torre Rossa Park
info.ghmajestic@duetorrihotels.com,,,"Grand Hotel Majestic ""Già Baglioni"" Bologna"
info.hotelduetorriverona@duetorrihotels.com,,,Due Torri Hotel Verona
info@hotelalgamilano.it,,,Hotel Alga Milano
info@effehotels.it,,,Effehotels
info@enterprisehotel.com,,,Entreprise Hotel Milano
info@fashion-hotel.it,,,Fashion Hotel
info@gabbianohotel.it,,,Gabbiano hotel
info@galaniashotel.it,,,Galianas Hotel
info@arthoteludine.com,,,Gallerini Hotels
info@grandhotelpresident.it,,,Gallerini Hotels
info@hotelquovadis.it,,,Gallerini Hotels
info@hoteleuropagrado.it,,,Gallerini Hotels
info@sporthotelpiancavallo.it,,,Gallerini Hotels
info@hotelmarinauno.com,,,Gallerini Hotels
info@hotel-rialto.net,,,Gallerini Hotels
info@gbhotelsabano.it,,,Gb thermae Hotels
metropole@gbhotelsabano.it,,,Gb thermae Hotels
abanograndhotel@gbhotelsabano.it,,,Gb thermae Hotels
laresidence@gbhotelsabano.it,,,Gb thermae Hotels
triestevictoria@gbhotelsabano.it,,,Gb thermae Hotels
duetorri@gbhotelsabano.it,,,Gb thermae Hotels
reservation@gecohotels.com,,,Geco hotels
commerciale@gharenzano.it,,,Grand Hotel Arenzano
info@hoteldeicesari.com,,,Grand Hotel Dei Cesari
info@grandhotelosman.com,,,Grand Hotel Osman
info@hgilecce.com,,,Hilton garden inn lecce
info@albergoambasciatori.it,,,hotel ambasciatori fiuggi
info@hotelbonottodesenzano.it,,,hotel bonotto desenzano
info@hoteltermeagnano.com,,,hotel delle terme di agnano
info@hoteldianaroma.com,,,hotel diana roma
info@hoteldomidea.it,,,hotel domidea
prenotazioni@granbaita.com,,,hotel la baita
congressi@lapalma-capri.com,,,hotel la palma capri
info@leucosyahotel.it,,,hotel leucosya
info@mediterraneosorrento.com,,,hotel mediterraneo sorrento
info@ostunipalace.com,,,hotel ostuni palace
info@hotelpalazzogiovanelli.com,,,hotel palazzo giovannelli
info@palazzoviceconte.it,,,hotel palazzo viceconte
welcome@hotelpinetapalace.com,,,hotel pineta palace roma
info@hotelpulicinu.com,,,hotel pulicinu
info@ilpalmento.com,,,hotel il palmento
info@hotelromanico.com,,,hotel romanico palace
info@acamporahotels.com,,,acampora hotels
info@hotelsalsello.it,,,hotel salsello
salus@salusterme.it,,,hotel salus terme
info@hotelvillagetabu.com,,,hotel villaggio tabu
info@inchotels.com,,,inc hotels
info@jshotels.it,,,jsh hotels
sede@termedicaramanico.it,,,la reserve hotel terme
info@laidaweghotel.com,,,laida weg hotel
info@leancoreresort.it,,,le ancore resort
naiadi@bolsenahotels.it,,,le naiadi park hotel
info@marcellaroyalhotel.com,,,marcella royal hotel
gruppomaritalia@maritalia.it,,,mariatalia hotel group
info@messapia.com,,,messapia hotel e resort
info@michelacci.com,,,michelacci hotel e resort
info@parkhotelaicappuccini.it,,,park hotel ai cappuccini
info@massimiparkhotel.it,,,park hotel dei massimi
info@selecthotels.it,,,select hotels
sales@unahotels.it,,,una hotel regina
info@masseriarosa.com,,,relais masseria rosa
info@parcofiorito.it,,,relais parco fiorito
info@tenutadelgallo.com,,,relais tenuta del gallo
info@rometimeshotel.com,,,rome times hotel
manager@palazzosanlorenzo.it,,,rosshotels group
info@relaisfarmholiday.com,,,VILLA L'OLMO
info@castellaredenoveschi.com,,,",☆☆☆☆,Via Padre Chiantini"
booking@locandalepiazze.it,,,",☆☆☆,Località Le Piazze"
info@santappiano.it,,,",☆☆,Loc. Sant'appaino N* 11"
info@casaallevacche.it,,,",☆☆,Località Lucignano"
nfo@hotellondra.com,,,Hotel Londra
info@palazzotolomei.it,,,Palazzo Tolomei
info@residenceilgiglio.it,,,Residence Il Giglio
info@hotelgiappone.com,,,Hotel Giappone
info@hoteltina.it,,,Hotel Tina
annalisa.guidi@royaldemeure.com,,,",☆☆☆☆☆,Via Banchi di Sopra"
info@pensionevillaelena.it,,,Pensione Elena
info@hotelilcamminetto.it,,,Hotel il Caminetto
info@argentariogolfresortspa.it,,,Argentario Golf Resort & Spa
info@hotelcaruso.net,,,Hotel Caruso
reservations@casangelina.com,,,Casa Angelina
info@bucadibacco.it,,,Buca di Bacco
info@alfonsoamare.it,,,Hotel Alfonso a Mare
info@hotelcertosa.com,,,Hotel la Certosa
info@villafeliceamalfi.it,,,Villa Felice Relais
info@hotelpupetto.it,,,Hotel Pupetto
info@villarosapositano.it,,,Villa Rosa
info@lesirene.com,,,Hotel Le Sirene
hotelopengate@yahoo.it,,,Hotel Open Gate
info@sanclementepalacevenice.com,,,San Clemente Palace Hotel & Resort
luna.venezia@baglionihotels.com,,,Baglioni Hotels
venice@hotelmetropole.com,,,Hotel Metropole
